repositoryName1,repositoryName2,intersection,similarity
McFoggy/cssfx,usethesource/capsule,"[engine, junit, testing]",0.75
jfree/jfreechart,redfx-quantum/strange,"[api, engine, junit, testing]",1.0
gturri/aXMLRPC,jnr/jnr-posix,"[github, junit, testing]",0.75
MenoData/Time4J,spring-guides/gs-maven,"[junit, testing, time]",0.75
apache/commons-beanutils,gradle/oreilly-gradle-book-examples,"[junit, logging, testing]",0.75
Tencent/RapidView,zeromq/jeromq,"[junit, testing]",1.0
alibaba/cooma,conversant/disruptor,"[api, junit, logging, slf4j, testing]",0.71
fasseg/exp4j,gradle/oreilly-gradle-book-examples,"[junit, logging, testing]",1.0
fabian7593/MagicalCamera,geometer/FBReaderJ,"[android, google, platform, support]",0.8
guxingke/mini-jvm,tzaeschke/ode4j,"[junit, logging, slf4j, testing]",0.8
TooTallNate/Java-WebSocket,zeroturnaround/zt-zip,"[api, junit, logging, slf4j, testing]",0.71
maxmind/geoip-api-java,stleary/JSON-java,"[junit, mock, mocking, testing]",0.8
prestodb/presto,trinodb/trino,"[accumulo, amazon, analysis, analytics, analyzer, annotations, apache, api, authentication, avro, aws, base64, benchmark, binding, bootstrap, bytecode, cache, cassandra, cli, client, cloud, codec, collections, column, command-line, commons, compiler, compression, computing, concurrent, config, connection, connector, coordination, cryptography, csv, database, decoder, directory, discovery, distributed, docker, driver, elastic, elasticsearch, embedded, encoding, event, facebook, framework, geometry, geospatial, github, google, hadoop, http, index, interface, io, javax, jaxrs, jdbc, jmx, json, jwt, kafka, ldap, library, logging, lucene, manager, matching, math, maven, measurement, memory, message, mock, mocking, mongodb, mysql, netty, network, nosql, oauth, parquet, parser, plugin, postgresql, processing, protocol, redis, regexp, repository, resource, rest, runner, runtime, s3, sdk, search, security, serialization, server, service, socket, spatial, specs, sql, standard, stats, stream, streaming, structures, tabular, testing, thrift, token, toolkit, tools, tracing, transport, units, url, xml, zookeeper]",0.74
abel533/ECharts,joshjdevl/libsodium-jni,"[google, junit, testing]",0.75
JodaOrg/joda-money,luaj/luaj,"[junit, testing]",1.0
jitsi/jicofo,jitsi/jitsi-videobridge,"[annotations, apache, api, client, config, console, container, dependency-injection, eclipse, engine, framework, github, http, io, jetty, json, junit, kotlin, language, logging, mock, mocking, provider, runner, runtime, server, servlet, slf4j, testing, webserver, webservice]",0.72
killme2008/aviatorscript,yahoo/Oak,"[benchmark, generator, junit, mock, mocking, performance, testing]",0.78
aikar/commands,spotify/futures-extra,"[api, google, junit, mock, mocking, testing]",0.75
Thomas-S-B/visualee,jeluard/semantic-versioning,"[apache, api, build, build-system, junit, maven, model, plugin, testing, tools]",0.71
restfb/restfb,zalando/faux-pas,"[api, assertion, engine, junit, logging, mock, quality, slf4j, testing]",0.75
vasia/gelly-streaming,zeroturnaround/zt-zip,"[bridge, junit, logging, slf4j, testing]",0.71
JetBrains/intellij-plugins,apache/commons-imaging,"[io, junit, testing]",0.75
luaj/luaj,perlundq/yajsync,"[junit, testing]",1.0
grundid/nfctools,whitesock/open-replicator,"[api, junit, logging, slf4j, testing]",0.83
abel533/ECharts,jsonzou/jmockdata,"[json, junit, testing]",0.75
abstractj/kalium,gary-rowe/hid4java,"[junit, native, testing]",0.75
guxingke/mini-jvm,whitesock/open-replicator,"[junit, logging, slf4j, testing]",0.8
lukaszlenart/launch4j-maven-plugin,tada/pljava,"[annotations, apache, api, build, build-system, junit, maven, plugin, testing, tools]",0.71
HyDevelop/PicqBotX,taksan/skype-java-api,"[junit, testing]",1.0
elBukkit/MagicPlugin,spotify/trickle,"[analysis, google, mock, mocking, testing]",0.71
AdoptOpenJDK/jitwatch,kaitoy/pcap4j,"[api, junit, logging, slf4j, testing]",0.71
AdoptOpenJDK/jitwatch,ctongfei/progressbar,"[api, junit, logging, slf4j, testing]",0.71
huaban/jieba-analysis,ozlerhakan/poiji,"[apache, junit, testing]",0.75
apavlo/h-store,stateless4j/stateless4j,"[junit, mocking, testing]",0.75
antlr4ide/antlr4ide,vdmeer/asciitable,"[compiler, junit, parser, testing]",0.8
TheHolyWaffle/TeamSpeak-3-Java-API,TooTallNate/Java-WebSocket,"[api, junit, logging, slf4j, testing]",0.83
kokorin/Jaffree,zeroturnaround/zt-exec,"[apache, api, io, junit, logging, slf4j, testing]",0.78
brsanthu/google-analytics-java,leonchen83/redis-replicator,"[apache, api, bridge, client, junit, logging, slf4j, testing]",0.73
eBay/cors-filter,jfree/jfreechart-fse,"[api, javax, junit, servlet, specs, standard, testing]",1.0
HyDevelop/PicqBotX,Tencent/RapidView,"[junit, testing]",1.0
Tencent/RapidView,perlundq/yajsync,"[junit, testing]",1.0
grundid/nfctools,vasia/gelly-streaming,"[bridge, junit, logging, slf4j, testing]",0.71
DarLiner/vjtools,vipshop/vjtools,"[apache, api, assertion, bridge, cli, commons, frontend, google, json, junit, logging, mock, mocking, parser, plugin, quality, slf4j, sonar, testing, tools]",0.83
fluent/fluent-logger-java,tzaeschke/ode4j,"[api, junit, logging, slf4j, testing]",0.83
jcbvm/i18n-editor,jeevatkm/digitalocean-api-java,"[apache, commons, google, json, junit, logging, slf4j, testing]",0.73
Plugily-Projects/BuildBattle,Plugily-Projects/MurderMystery,"[analysis, annotations, github, google, io]",1.0
JodaOrg/joda-time,andytill/erlyberly,"[junit, testing]",1.0
FoxBPM/FoxBPM,fixteam/fixflow,"[aop, apache, api, aspect, beans, binding, bridge, codec, codehaus, commons, connector, css, database, dependency-injection, dom, driver, eclipse, framework, google, graphics, groovy, javax, jdbc, json, jsp, junit, jvm, language, logging, mail, mapping, mysql, parser, regexp, scheduling, servlet, slf4j, specs, spring, sql, standard, styles, svg, taglib, testing, upload, web, xml]",0.74
cternes/openkeepass,mvel/mvel,"[junit, testing, xml]",1.0
mangstadt/biweekly,stleary/JSON-java,"[json, junit, mock, mocking, testing]",0.71
TopQuadrant/shacl,joestelmach/natty,"[api, bridge, compiler, junit, logging, parser, runtime, slf4j, testing]",0.82
apache/commons-io,danieldk/dictomaton,"[apache, benchmark, commons, google, junit, performance, testing]",0.78
NLPchina/nlp-lang,hoijui/JavaOSC,"[api, junit, logging, slf4j, testing]",0.71
andytill/erlyberly,yago-naga/yago3,"[junit, testing]",1.0
NLPchina/nlp-lang,grundid/nfctools,"[api, junit, logging, slf4j, testing]",0.71
javadelight/delight-nashorn-sandbox,zeroturnaround/zt-zip,"[api, bridge, junit, logging, slf4j, testing]",0.75
stateless4j/stateless4j,zeromq/jzmq,"[junit, mocking, testing]",0.75
McFoggy/cssfx,redfx-quantum/strange,"[engine, junit, testing]",0.75
giltene/jHiccup,luaj/luaj,"[junit, testing]",1.0
joshjdevl/libsodium-jni,microsoft/vscode-java-debug,"[google, junit, testing]",0.75
ipfs-shipyard/java-ipfs-http-client,javadev/underscore-java,"[github, junit, testing]",0.75
upyun/java-sdk,windy1/google-places-api-java,"[client, http, json, junit, testing]",0.71
google/compile-testing,google/google-java-format,"[analysis, annotations, defect, google, junit, metadata, testing]",0.78
hoijui/JavaOSC,javadelight/delight-nashorn-sandbox,"[api, bridge, junit, logging, slf4j, testing]",0.75
Esri/geometry-api-java,taycaldwell/riot-api-java,"[json, junit, testing]",0.75
jitlogic/zorka,tzaeschke/ode4j,"[api, junit, logging, slf4j, testing]",0.83
openmessaging/openmessaging-java,pivovarit/throwing-function,"[api, assertion, junit, logging, quality, slf4j, testing]",0.78
TheHolyWaffle/TeamSpeak-3-Java-API,whitesock/open-replicator,"[api, junit, logging, slf4j, testing]",1.0
f2prateek/progressbutton,square/otto,"[android, assertion, google, junit, platform, quality, testing, validation]",0.73
hoijui/JavaOSC,kiegroup/droolsjbpm-knowledge,"[bridge, junit, logging, slf4j, testing]",0.83
conversant/disruptor,zeroturnaround/zt-zip,"[api, junit, logging, slf4j, testing]",0.83
beckchr/juel,redfx-quantum/strange,"[api, junit, testing]",0.75
fluent/fluent-logger-java,laforge49/JActor,"[api, junit, logging, slf4j, testing]",0.71
fordfrog/apgdiff,ipfs-shipyard/java-ipfs-http-client,"[junit, matching, testing]",0.75
apache/hadoop,apache/ozone,"[ajax, amazon, analysis, annotations, apache, api, assertion, authentication, aws, azure, base64, beans, binding, bridge, bytecode, cache, cbor, cli, client, cloud, cluster, codec, codehaus, collections, command-line, commons, compression, config, coverage, csv, database, dependency-injection, distributed, dns, eclipse, embedded, encoding, encryption, engine, example, extension, file-system, framework, ftp, github, google, grpc, hadoop, hbase, hsql, http, integration, io, javax, jaxrs, jdbc, jetty, json, jsp, junit, launcher, logging, management, managment, mapreduce, matching, math, metrics, mock, mocking, module, monitoring, netty, network, openstack, parallel, parser, performance, platform, protocol, provider, proxy, quality, reflection, registry, rest, routing, rpc, ruby, runtime, sdk, serialization, server, service, servlet, slf4j, socket, specs, sql, ssh, ssl, standard, storage, streaming, structures, swagger, tabular, testing, text, tools, web, webapp, webserver, webservice, xml, yaml, yarn]",0.72
databricks/learning-spark,holdenk/learning-spark-examples,"[ai, apache, bigdata, binding, cassandra, client, commons, computing, connector, csv, database, distributed, eclipse, elastic, elasticsearch, hadoop, http, jetty, json, kafka, machine-learning, processing, query, search, server, spark, sql, stream, streaming, tabular, webserver]",1.0
sealedtx/java-youtube-downloader,stleary/JSON-java,"[json, junit, mock, mocking, testing]",0.83
jsonzou/jmockdata,microsoft/vscode-java-debug,"[json, junit, testing]",0.75
FastFilter/fastfilter_java,arteam/100-Java-Concurrency-questions,"[benchmark, generator, junit, performance, testing]",0.71
IanDarwin/Android-Cookbook-Examples,noveogroup/android-logger,"[android, api, google, junit, logging, platform, slf4j, testing]",0.73
TooTallNate/Java-WebSocket,haosdent/jcgroup,"[api, json, junit, logging, slf4j, testing]",0.75
OWASP/json-sanitizer,joshjdevl/libsodium-jni,"[google, junit, testing]",0.75
mdeverdelhan/ta4j-origins,ta4j/ta4j,"[apache, api, charts, commons, csv, graphics, junit, logging, math, slf4j, tabular, testing, visualization]",0.87
peholmst/vaadin4spring,verhas/License3j,"[engine, junit, mock, mocking, testing]",0.71
dlsc-software-consulting-gmbh/FormsFX,giltene/jHiccup,"[junit, testing]",1.0
gardncl/elements-of-programming-interviews,vdurmont/semver4j,"[junit, mock, mocking, testing]",0.8
trivago/cluecumber-report-plugin,trivago/cucable-plugin,"[annotations, apache, api, build, build-system, codehaus, engine, io, junit, maven, mock, mocking, model, plugin, testing, tools]",0.76
irmen/Pyrolite,ktuukkan/marine-api,"[junit, testing]",1.0
javadev/underscore-java,petitparser/java-petitparser,"[github, junit, testing]",0.75
andytill/erlyberly,taksan/skype-java-api,"[junit, testing]",1.0
Tencent/RapidView,yago-naga/yago3,"[junit, testing]",1.0
NoCheatPlus/NoCheatPlus,ktuukkan/marine-api,"[junit, testing]",1.0
Thomas-S-B/visualee,coveooss/fmt-maven-plugin,"[apache, api, build, build-system, junit, maven, model, plugin, testing, tools]",0.71
zuihou/lamp-boot,zuihou/lamp-cloud,"[io, spring, starter]",1.0
TheHolyWaffle/TeamSpeak-3-Java-API,timrdf/csv2rdf4lod-automation,"[api, junit, logging, slf4j, testing]",0.71
apache/commons-dbutils,garbagemule/MobArena,"[junit, matching, mock, mocking, testing]",0.83
javadelight/delight-nashorn-sandbox,roundrop/facebook4j,"[api, bridge, junit, logging, slf4j, testing]",0.75
gary-rowe/hid4java,peter-lawrey/Java-Thread-Affinity,"[junit, native, testing]",0.75
giltene/jHiccup,irmen/Pyrolite,"[junit, testing]",1.0
antlr/antlr4,tunnelvisionlabs/antlr4cs,"[annotations, apache, api, build, build-system, codehaus, compatibility, compiler, io, junit, maven, model, parser, plugin, runtime, testing, tools]",0.74
petitparser/java-petitparser,shekhargulati/99-problems,"[junit, matching, testing]",0.75
j256/simplemagic,tzaeschke/ode4j,"[api, junit, logging, slf4j, testing]",0.71
TNG/JGiven,aleksandr-m/gitflow-maven-plugin,"[annotations, apache, api, build, build-system, junit, maven, model, plugin, testing, tools]",0.85
cucumber/cucumber-java-skeleton,lbehnke/hierarchical-clustering-java,"[io, junit, testing]",1.0
aionnetwork/aion,joshjdevl/libsodium-jni,"[google, junit, testing]",1.0
openjdk/jdk,openjdk/loom,"[api, file-system, ide, interface, junit, layout, loader, module, netbeans, swing, testing, ui, visual]",0.81
mikera/vectorz,optimatika/ojAlgo,"[api, benchmark, engine, junit, performance, testing]",0.75
janino-compiler/janino,threerings/getdown,"[ant, apache, build, junit, testing, tools]",0.75
AdoptOpenJDK/jitwatch,j256/simplemagic,"[api, junit, logging, slf4j, testing]",0.71
ThreeTen/threeten-extra,redfx-quantum/strange,"[api, engine, junit, testing]",0.8
apache/hadoop,hopshadoop/hops,"[ajax, amazon, analysis, annotations, ant, apache, api, assertion, authentication, avro, aws, azure, base64, beans, binding, bridge, build, build-system, bundle, bytecode, cache, cbor, cli, client, codec, codehaus, collections, command-line, commons, compression, config, coordination, csv, data, database, dependency-injection, distributed, dns, eclipse, embedded, encoding, encryption, example, extension, file-system, framework, ftp, google, grpc, hadoop, hsql, http, io, javax, jaxrs, jdbc, jetty, json, jsp, junit, leveldb, logging, management, mapping, mapreduce, math, maven, memory, metrics, mock, mocking, model, module, monitoring, netty, network, off-heap, openstack, parallel, parser, performance, plugin, protocol, provider, proxy, quality, reflection, registry, rest, rpc, ruby, sdk, serialization, server, servlet, slf4j, socket, specs, sql, ssh, ssl, standard, storage, streaming, structures, swagger, tabular, testing, text, tools, web, webapp, webserver, webservice, xml, yaml, yarn, zookeeper]",0.78
huaban/jieba-analysis,usb4java/usb4java,"[apache, commons, junit, testing]",1.0
hoijui/JavaOSC,roundrop/facebook4j,"[api, bridge, junit, logging, slf4j, testing]",1.0
NoCheatPlus/NoCheatPlus,yago-naga/yago3,"[junit, testing]",1.0
JodaOrg/joda-money,yago-naga/yago3,"[junit, testing]",1.0
jboss-javassist/javassist,mscharhag/oleaster,"[junit, matching, testing]",0.75
dddplus/dddplus,funkygao/cp-ddd-framework,"[aop, apache, api, aspect, benchmark, bridge, dependency-injection, github, google, io, javax, junit, logging, performance, plugin, runtime, slf4j, specs, spring, standard, testing, validation]",1.0
awslabs/multi-model-server,stleary/JSON-java,"[junit, mock, mocking, testing]",0.8
AdoptOpenJDK/openjdk-jdk,openjdk/jdk,"[api, file-system, ide, interface, junit, layout, loader, module, netbeans, swing, testing, ui, visual]",1.0
andytill/erlyberly,irmen/Pyrolite,"[junit, testing]",1.0
jsonzou/jmockdata,taycaldwell/riot-api-java,"[json, junit, testing]",0.75
romankh3/image-comparison,tbsalling/aismessages,"[junit, mock, mocking, testing]",0.8
HyDevelop/PicqBotX,JodaOrg/joda-money,"[junit, testing]",1.0
boncey/Flickr4Java,grundid/nfctools,"[api, junit, logging, slf4j, testing]",0.71
mewna/catnip,pircbotx/pircbotx,"[analysis, apache, api, base64, codec, commons, encoding, google, logging, mock, mocking, slf4j, testing]",0.72
davidmoten/rxjava-extras,davidmoten/rxjava2-extras,"[benchmark, bridge, github, google, io, junit, logging, mock, mocking, performance, reactive, serialization, slf4j, testing]",0.93
irmen/Pyrolite,perlundq/yajsync,"[junit, testing]",1.0
JodaOrg/joda-time,mpatric/mp3agic,"[junit, testing]",1.0
taksan/skype-java-api,yago-naga/yago3,"[junit, testing]",1.0
TNG/JGiven,Thomas-S-B/visualee,"[apache, api, build, build-system, junit, maven, model, plugin, testing, tools]",0.83
amaembo/streamex,yellowstonegames/SquidLib,"[benchmark, generator, junit, performance, testing]",0.71
TheHolyWaffle/TeamSpeak-3-Java-API,roundrop/facebook4j,"[api, junit, logging, slf4j, testing]",0.83
eclipse-ee4j/jaxb-ri,javaee/jaxb-v2,"[ant, apache, api, binding, build, compiler, google, java, junit, mocking, osgi, parser, runtime, streaming, testing, tools, xml]",0.81
thomasmueller/minperf,yahoo/Oak,"[benchmark, generator, junit, performance, testing]",0.71
jitlogic/zorka,whitesock/open-replicator,"[api, junit, logging, slf4j, testing]",0.83
conversant/disruptor,ctongfei/progressbar,"[api, junit, logging, slf4j, testing]",0.71
fluent/fluent-logger-java,grundid/nfctools,"[api, junit, logging, slf4j, testing]",0.71
CamelCookbook/camel-cookbook-examples,vaquarkhan/vaquarkhan,"[aop, apache, api, aspect, base64, beans, binding, bridge, camel, client, codec, config, cryptography, database, dependency-injection, embedded, encoding, framework, google, http, integration, io, jdbc, jetty, jms, jmx, junit, logging, management, message, proxy, queue, runtime, scripting, security, server, slf4j, specs, spring, sql, support, testing, transaction, transport, web, webserver, xml]",0.75
Tencent/RapidView,giltene/jHiccup,"[junit, testing]",1.0
ObjectLayout/ObjectLayout,arteam/100-Java-Concurrency-questions,"[benchmark, generator, junit, performance, testing]",1.0
Hidendra/LWC,beckchr/juel,"[api, junit, testing]",0.75
PanicInitiative/PanicButton,pytorch/serve,"[google, json, junit, mock, mocking, testing]",0.75
JRakNet/JRakNet,ViaVersion/ViaRewind,"[apache, api, io, logging, netty, network, socket]",0.88
apache/commons-dbutils,chewiebug/GCViewer,"[junit, matching, mock, mocking, testing]",0.83
vdurmont/semver4j,zeromq/jzmq,"[junit, mocking, testing]",0.75
guxingke/mini-jvm,kiegroup/droolsjbpm-knowledge,"[junit, logging, slf4j, testing]",0.8
JodaOrg/joda-beans,taycaldwell/riot-api-java,"[google, junit, testing]",0.75
harrywfl/JavaGuide,j256/two-factor-auth,"[base64, codec, encoding, junit, testing]",0.83
TooTallNate/Java-WebSocket,hoijui/JavaOSC,"[api, junit, logging, slf4j, testing]",0.71
irmen/Pyrolite,mpatric/mp3agic,"[junit, testing]",1.0
apache/commons-logging,knowm/Sundial,"[api, javax, junit, logging, servlet, specs, standard, testing]",0.73
Whiley/WhileyCompiler,depsypher/pngtastic,"[ant, build, junit, testing, tools]",0.83
apache/commons-dbutils,tbsalling/aismessages,"[junit, mock, mocking, testing]",0.8
apache/commons-dbutils,palatable/lambda,"[matching, mock, mocking, testing]",0.8
MGunlogson/CuckooFilter4J,aionnetwork/aion,"[google, junit, testing]",1.0
TheHolyWaffle/TeamSpeak-3-Java-API,fluent/fluent-logger-java,"[api, junit, logging, slf4j, testing]",0.83
ktuukkan/marine-api,luaj/luaj,"[junit, testing]",1.0
square/burst,square/protoparser,"[assertion, google, junit, quality, testing]",1.0
JodaOrg/joda-beans,OWASP/json-sanitizer,"[google, junit, testing]",0.75
thomasmueller/minperf,uber/h3-java,"[benchmark, generator, junit, performance, testing]",0.83
apache/commons-codec,ls1intum/Artemis,"[apache, commons, testing]",0.75
JodaOrg/joda-money,NoCheatPlus/NoCheatPlus,"[junit, testing]",1.0
roundrop/facebook4j,whitesock/open-replicator,"[api, junit, logging, slf4j, testing]",0.83
arteam/100-Java-Concurrency-questions,yahoo/Oak,"[benchmark, generator, junit, performance, testing]",0.71
kaitoy/pcap4j,tzaeschke/ode4j,"[api, junit, logging, slf4j, testing]",0.71
dlsc-software-consulting-gmbh/FormsFX,perlundq/yajsync,"[junit, testing]",1.0
AdoptOpenJDK/jitwatch,alibaba/cooma,"[api, junit, logging, slf4j, testing]",0.71
boncey/Flickr4Java,conversant/disruptor,"[api, junit, logging, slf4j, testing]",0.83
NLPchina/nlp-lang,TheHolyWaffle/TeamSpeak-3-Java-API,"[api, junit, logging, slf4j, testing]",0.83
jitlogic/zorka,zeroturnaround/zt-zip,"[api, junit, logging, slf4j, testing]",0.71
FastFilter/fastfilter_java,amaembo/streamex,"[benchmark, generator, junit, performance, testing]",0.71
apache/commons-codec,usb4java/usb4java,"[apache, commons, junit, testing]",1.0
AdoptOpenJDK/jitwatch,jitlogic/zorka,"[api, junit, logging, slf4j, testing]",0.83
aionnetwork/aion,greenrobot/essentials,"[google, junit, testing]",0.75
maxmind/geoip-api-java,stateless4j/stateless4j,"[junit, mock, mocking, testing]",1.0
cucumber-attic/gherkin2,zeromq/jzmq,"[junit, mocking, testing]",0.75
neophob/PixelController,redis/jedis,"[apache, api, bridge, commons, junit, logging, mock, mocking, slf4j, testing]",0.71
MarkShen1992/Mashibing_High_Concurrency,lbehnke/hierarchical-clustering-java,"[io, junit, testing]",0.75
TooTallNate/Java-WebSocket,fluent/fluent-logger-java,"[api, junit, logging, slf4j, testing]",0.71
conversant/disruptor,fluent/fluent-logger-java,"[api, junit, logging, slf4j, testing]",0.83
conversant/disruptor,grundid/nfctools,"[api, junit, logging, slf4j, testing]",0.83
HyDevelop/PicqBotX,JodaOrg/joda-time,"[junit, testing]",1.0
amaembo/streamex,arturmkrtchyan/iban4j,"[benchmark, junit, performance, testing]",0.8
mangstadt/biweekly,opendatalab-de/geojson-jackson,"[binding, json, junit, mock, mocking, testing]",0.75
JodaOrg/joda-time,NoCheatPlus/NoCheatPlus,"[junit, testing]",1.0
gturri/aXMLRPC,petitparser/java-petitparser,"[github, junit, testing]",0.75
temyers/cucumber-jvm-parallel-plugin,trivago/cucable-plugin,"[annotations, apache, api, build, build-system, codehaus, commons, engine, expression, io, junit, maven, mock, mocking, model, plugin, testing, tools]",0.72
AdoptOpenJDK/openjdk-jdk,openjdk/loom,"[api, file-system, ide, interface, junit, layout, loader, module, netbeans, swing, testing, ui, visual]",0.81
jfree/jfreesvg,redfx-quantum/strange,"[api, engine, junit, testing]",1.0
depsypher/pngtastic,threerings/getdown,"[ant, apache, build, junit, testing, tools]",0.75
gardncl/elements-of-programming-interviews,svendiedrichsen/jollyday,"[junit, matching, mock, mocking, testing]",0.71
ThreeTen/threeten-extra,unitsofmeasurement/unit-api,"[api, engine, junit, testing]",0.8
JodaOrg/joda-time,zeromq/jeromq,"[junit, testing]",1.0
abstractj/kalium,jnr/jnr-posix,"[github, junit, native, testing]",1.0
apache/jclouds,jclouds/jclouds,"[amazon, analysis, annotations, apache, api, appengine, assertion, authentication, aws, build, build-system, client, cloud, cloudstack, computing, connector, date, dependency-injection, digitalocean, dns, docker, driver, eclipse, encryption, engine, extension, factory, framework, github, google, http, io, javax, jetty, json, logging, maven, metrics, mocking, monitoring, netty, network, oauth, openstack, osgi, provider, quality, s3, sdk, security, server, service, slf4j, socket, specs, ssh, standard, storage, stub, testing, testng, time, web, webserver, yaml]",0.97
albfernandez/juniversalchardet,j256/two-factor-auth,"[base64, codec, encoding, junit, testing]",1.0
pytorch/serve,sealedtx/java-youtube-downloader,"[json, junit, mock, mocking, testing]",0.71
JodaOrg/joda-time,giltene/jHiccup,"[junit, testing]",1.0
openjdk/panama-foreign,openjdk/valhalla,"[api, file-system, ide, interface, junit, layout, loader, module, netbeans, swing, testing, ui, visual]",1.0
andytill/erlyberly,dlsc-software-consulting-gmbh/FormsFX,"[junit, testing]",1.0
amaembo/streamex,arteam/100-Java-Concurrency-questions,"[benchmark, generator, junit, performance, testing]",1.0
CloudburstMC/Protocol,ThreeTen/threeten-extra,"[api, engine, google, junit, testing]",0.71
graalvm/simplelanguage,oracle/graal,"[api, compiler, dsl, junit, parser, processor, runtime, sdk, testing]",1.0
NLPchina/nlp-lang,kokorin/Jaffree,"[apache, api, junit, logging, slf4j, testing]",0.75
beckchr/juel,stefvanschie/IF,"[api, junit, testing]",0.75
giltene/jHiccup,zeromq/jeromq,"[junit, testing]",1.0
AdoptOpenJDK/jitwatch,fluent/fluent-logger-java,"[api, junit, logging, slf4j, testing]",0.83
arturmkrtchyan/iban4j,thomasmueller/minperf,"[benchmark, junit, performance, testing]",0.8
pytorch/serve,spotify/futures-extra,"[google, junit, mock, mocking, testing]",0.71
bitkylin/ClusterDeviceControlPlatform,twitter-archive/cloudhopper-smpp,"[framework, io, junit, logging, netty, network, socket, testing]",0.73
aionnetwork/aion,julman99/gson-fire,"[google, junit, testing]",0.75
McFoggy/cssfx,jfree/jfreechart,"[engine, junit, testing]",0.75
apavlo/h-store,cucumber-attic/gherkin2,"[junit, mocking, testing]",0.75
TheHolyWaffle/TeamSpeak-3-Java-API,guxingke/mini-jvm,"[junit, logging, slf4j, testing]",0.8
TheHolyWaffle/TeamSpeak-3-Java-API,tzaeschke/ode4j,"[api, junit, logging, slf4j, testing]",1.0
NLPchina/nlp-lang,vasia/gelly-streaming,"[apache, junit, logging, slf4j, testing]",0.71
eclipsesource/J2V8,stleary/JSON-java,"[junit, mock, mocking, testing]",0.8
xiaolongzuo/everyone-java-blog,xiaolongzuo/niubi-job,"[amqp, aop, apache, api, aspect, beans, bridge, client, connector, coordination, database, dependency-injection, distributed, driver, embedded, exception, framework, google, hibernate, javax, jdbc, json, jsp, junit, logging, mapping, message, mock, mocking, mvc, mysql, orm, persistence, pooling, queue, relational, scheduling, security, servlet, slf4j, specs, spring, sql, standard, starter, support, testing, transaction, upload, web, xml, zookeeper]",0.81
apache/commons-pool,dunwu/javacore,[bytecode],1.0
AdoptOpenJDK/jitwatch,TheHolyWaffle/TeamSpeak-3-Java-API,"[api, junit, logging, slf4j, testing]",1.0
MarkShen1992/Mashibing_High_Concurrency,jsonzou/jmockdata,"[json, junit, testing]",0.75
NLPchina/nlp-lang,TooTallNate/Java-WebSocket,"[api, junit, logging, slf4j, testing]",0.71
HdrHistogram/HdrHistogram,amaembo/streamex,"[benchmark, generator, junit, performance, testing]",0.71
openjdk/jdk,openjdk/valhalla,"[api, file-system, ide, interface, junit, layout, loader, module, netbeans, swing, testing, ui, visual]",1.0
stleary/JSON-java,tbsalling/aismessages,"[junit, mock, mocking, testing]",0.8
alexo/wro4j,wro4j/wro4j,"[ant, apache, api, assets, bridge, build, build-system, codehaus, command, commons, compiler, css, execution, extension, external, font, github, google, io, javascript, javax, jquery, json, jsp, junit, logging, maven, mock, mocking, model, plugin, pooling, process, ruby, scripting, servlet, slf4j, specs, standard, styles, testing, tools, web]",0.81
AgNO3/jcifs-ng,codelibs/jcifs,"[annotations, api, bridge, javax, junit, logging, mock, mocking, servlet, slf4j, specs, standard, testing]",0.93
TheHolyWaffle/TeamSpeak-3-Java-API,conversant/disruptor,"[api, junit, logging, slf4j, testing]",1.0
awslabs/multi-model-server,stateless4j/stateless4j,"[junit, mock, mocking, testing]",1.0
YahooArchive/samoa,apache/incubator-samoa,"[annotations, apache, api, bridge, broker, commons, concurrency, coordination, csv, distributed, file-system, github, google, hadoop, io, junit, kafka, logging, management, message, metrics, mocking, monitoring, performance, processing, serialization, slf4j, storage, stream, streaming, tabular, testing, yarn, zookeeper]",0.74
gary-rowe/hid4java,jnr/jnr-posix,"[junit, native, testing]",0.75
tzaeschke/ode4j,zeroturnaround/zt-zip,"[api, junit, logging, slf4j, testing]",0.83
alibaba/cooma,hoijui/JavaOSC,"[api, bridge, junit, logging, slf4j, testing]",0.86
google/gson,patriques82/alphavantage4j,"[annotations, api, google, javax, json, junit, specs, standard, testing]",0.75
abel533/ECharts,vdurmont/emoji-java,"[json, junit, testing]",0.75
romankh3/image-comparison,verhas/License3j,"[api, junit, mock, mocking, testing]",0.83
oracle/pgql-lang,ozlerhakan/poiji,"[apache, junit, testing]",0.75
HyDevelop/PicqBotX,irmen/Pyrolite,"[junit, testing]",1.0
jcbvm/i18n-editor,splunk/splunk-library-javalogging,"[apache, commons, google, json, junit, logging, slf4j, testing]",0.73
TNG/JGiven,jeluard/semantic-versioning,"[apache, api, build, build-system, junit, maven, model, plugin, testing, tools]",0.71
jitlogic/zorka,roundrop/facebook4j,"[api, junit, logging, slf4j, testing]",0.71
conversant/disruptor,tzaeschke/ode4j,"[api, junit, logging, slf4j, testing]",1.0
grundid/nfctools,kiegroup/droolsjbpm-knowledge,"[bridge, junit, logging, slf4j, testing]",0.83
Thomas-S-B/visualee,warmuuh/libsass-maven-plugin,"[apache, api, build, build-system, junit, maven, model, plugin, testing, tools]",0.71
SQLDroid/SQLDroid,ahorn/android-rss,"[android, google, junit, platform, testing]",0.71
arangodb/arangodb-java-driver,thiagolocatelli/parse4j,"[apache, api, base64, client, codec, encoding, http, junit, logging, slf4j, testing]",0.79
